"","country","election_year","age","gender","men","education","unemployed","blue_collar","household","rural","gov_perform","diss_dem","diss_econ","democrats","lrself","trust_pol","vote_fn","election"
"7962","France",2012,21,"Male",1,5,0,0,3,0,5,9,3,8,8,7,0,"2012"
"8002","France",2012,75,"Female",0,5,0,0,6,0,8,10,5,11,3,6,0,"2012"
"8013","France",2012,41,"Male",1,3,0,1,2,0,2,8,2,7,9,3,1,"2012"
"8032","France",2012,49,"Female",0,3,0,1,4,0,6,8,5,9,5,6,0,"2012"
"8042","France",2012,44,"Female",0,1,1,0,2,1,3,6,5,7,6,3,1,"2012"
"8072","France",2012,66,"Female",0,5,0,0,5,0,7,10,4,11,5,9,0,"2012"
"8082","France",2012,45,"Female",0,5,0,1,5,0,3,7,3,11,9,4,0,"2012"
"8113","France",2012,87,"Male",1,1,0,0,3,0,5,10,5,9,6,6,0,"2012"
"8122","France",2012,75,"Female",0,3,0,1,1,0,4,6,4,11,11,3,0,"2012"
"8142","France",2012,67,"Female",0,2,0,0,5,0,4,8,5,11,5,4,0,"2012"
"8152","France",2012,59,"Female",0,2,0,1,4,1,5,7,6,8,5,2,0,"2012"
"8182","France",2012,39,"Male",1,3,1,1,8,0,6,8,5,9,4,5,0,"2012"
"8192","France",2012,68,"Female",0,2,0,1,1,1,7,10,6,9,9,7,0,"2012"
"8202","France",2012,61,"Male",1,5,0,0,7,0,4,8,3,10,8,4,0,"2012"
"8213","France",2012,63,"Male",1,3,0,1,3,1,7,9,6,9,6,5,0,"2012"
"8222","France",2012,44,"Female",0,3,1,0,8,0,7,9,8,9,7,7,0,"2012"
"8232","France",2012,43,"Male",1,3,0,0,6,1,4,7,4,9,6,5,0,"2012"
"8242","France",2012,43,"Female",0,3,0,1,5,0,7,8,4,7,4,5,0,"2012"
"8252","France",2012,87,"Male",1,1,0,0,2,1,1,2,1,10,1,7,0,"2012"
"8282","France",2012,71,"Male",1,2,0,0,2,0,2,11,2,11,8,4,0,"2012"
"8292","France",2012,58,"Male",1,3,0,0,5,0,5,7,4,7,9,3,0,"2012"
"8313","France",2012,37,"Male",1,3,1,0,7,1,5,7,5,11,1,7,0,"2012"
"8322","France",2012,43,"Female",0,3,1,1,5,1,8,9,4,8,3,8,0,"2012"
"8352","France",2012,60,"Female",0,3,0,1,4,1,3,6,3,8,7,3,0,"2012"
"8362","France",2012,66,"Male",1,3,0,0,2,1,6,10,6,11,8,6,0,"2012"
"8413","France",2012,42,"Male",1,3,1,0,7,1,6,6,4,10,3,4,0,"2012"
"8442","France",2012,41,"Male",1,5,0,0,8,1,2,7,5,9,8,3,0,"2012"
"8462","France",2012,70,"Female",0,2,0,0,1,1,8,7,8,11,6,4,0,"2012"
"8472","France",2012,61,"Male",1,5,0,0,9,1,3,8,5,9,8,4,0,"2012"
"8482","France",2012,60,"Male",1,3,0,0,1,1,6,9,6,7,8,4,0,"2012"
"8492","France",2012,43,"Female",0,1,1,1,3,1,5,8,4,10,6,4,0,"2012"
"8502","France",2012,57,"Female",0,5,1,1,1,1,1,7,1,11,6,1,0,"2012"
"8513","France",2012,68,"Female",0,2,0,1,4,1,5,7,7,8,9,4,0,"2012"
"8542","France",2012,75,"Female",0,1,0,1,1,0,8,7,9,7,5,8,1,"2012"
"8562","France",2012,26,"Male",1,5,0,0,1,0,6,7,5,11,6,3,0,"2012"
"8572","France",2012,48,"Male",1,3,0,1,9,1,3,3,4,11,11,6,0,"2012"
"8582","France",2012,48,"Male",1,3,0,0,8,1,2,6,2,9,5,1,1,"2012"
"8592","France",2012,46,"Male",1,5,0,0,9,1,4,7,4,9,8,3,0,"2012"
"8602","France",2012,74,"Female",0,1,0,0,3,1,4,6,3,5,6,6,0,"2012"
"8622","France",2012,59,"Male",1,3,1,0,9,1,9,11,4,11,4,4,0,"2012"
"8632","France",2012,34,"Female",0,3,1,1,4,1,6,10,3,11,5,4,0,"2012"
"8642","France",2012,41,"Male",1,5,1,0,7,1,6,9,7,11,4,5,0,"2012"
"8652","France",2012,82,"Male",1,1,0,0,5,1,1,5,1,9,11,3,0,"2012"
"8672","France",2012,70,"Female",0,1,0,1,2,1,2,6,2,9,5,2,0,"2012"
"8682","France",2012,49,"Male",1,3,0,0,10,1,4,8,4,11,7,1,1,"2012"
"8692","France",2012,57,"Male",1,3,1,1,3,1,6,6,3,5,3,3,0,"2012"
"8702","France",2012,53,"Male",1,3,0,1,7,1,8,10,3,7,3,4,0,"2012"
"8713","France",2012,75,"Female",0,1,0,0,1,1,3,6,9,8,3,4,0,"2012"
"8722","France",2012,51,"Male",1,5,0,0,10,1,7,11,6,11,5,7,0,"2012"
"8732","France",2012,50,"Male",1,3,0,0,8,1,3,5,3,10,6,3,0,"2012"
"8742","France",2012,72,"Male",1,3,0,0,4,1,8,10,6,8,8,7,0,"2012"
"8752","France",2012,55,"Female",0,5,0,0,9,1,8,11,7,11,4,9,0,"2012"
"8802","France",2012,61,"Female",0,3,0,0,9,1,4,10,3,11,3,1,0,"2012"
"8813","France",2012,26,"Male",1,3,0,0,5,1,1,5,3,11,9,3,0,"2012"
"8822","France",2012,61,"Male",1,1,0,1,3,1,4,8,1,11,4,1,0,"2012"
"8832","France",2012,34,"Female",0,5,1,0,2,0,7,10,6,7,6,4,0,"2012"
"8852","France",2012,63,"Female",0,5,0,0,9,0,5,11,3,11,3,7,0,"2012"
"8862","France",2012,23,"Female",0,5,0,0,1,0,6,10,7,11,9,6,0,"2012"
"8882","France",2012,24,"Male",1,5,0,0,1,0,7,10,5,9,6,6,0,"2012"
"8902","France",2012,36,"Female",0,3,1,0,2,1,6,9,6,9,3,6,0,"2012"
"8913","France",2012,60,"Male",1,3,0,1,6,1,3,7,1,9,11,6,0,"2012"
"8922","France",2012,43,"Female",0,3,1,0,4,1,2,1,3,4,6,4,0,"2012"
"8942","France",2012,66,"Male",1,1,1,1,3,1,7,9,3,9,2,6,0,"2012"
"8962","France",2012,56,"Female",0,2,0,1,3,1,1,8,1,10,11,1,0,"2012"
"8972","France",2012,67,"Male",1,3,0,0,7,1,1,8,1,10,9,1,0,"2012"
"8982","France",2012,66,"Male",1,3,1,1,3,1,3,8,4,9,10,1,1,"2012"
"9002","France",2012,54,"Male",1,5,0,0,10,0,8,10,6,11,5,8,0,"2012"
"9022","France",2012,26,"Male",1,3,1,1,5,0,5,9,8,9,6,4,0,"2012"
"9032","France",2012,70,"Female",0,3,0,0,2,0,5,8,4,8,6,5,0,"2012"
"9042","France",2012,25,"Male",1,5,0,0,2,0,2,2,3,11,9,5,0,"2012"
"9052","France",2012,66,"Female",0,1,0,1,2,0,6,8,3,1,7,1,0,"2012"
"9072","France",2012,73,"Female",0,3,1,0,2,0,8,9,6,11,7,5,0,"2012"
"9082","France",2012,73,"Male",1,3,1,0,5,0,3,7,1,11,5,1,0,"2012"
"9092","France",2012,58,"Female",0,5,0,0,4,0,5,10,5,11,4,6,0,"2012"
"9103","France",2012,29,"Female",0,3,1,0,3,0,5,11,4,11,4,5,0,"2012"
"9132","France",2012,66,"Female",0,3,0,0,5,0,5,9,3,11,11,3,0,"2012"
"9152","France",2012,59,"Female",0,1,0,0,2,1,6,8,6,5,6,8,0,"2012"
"9162","France",2012,59,"Male",1,5,0,0,9,1,6,2,3,11,2,4,0,"2012"
"9182","France",2012,52,"Female",0,3,1,1,6,1,2,5,2,11,9,2,0,"2012"
"9192","France",2012,74,"Female",0,3,0,0,3,1,5,8,5,7,8,6,0,"2012"
"9202","France",2012,71,"Female",0,1,0,0,2,1,5,7,5,6,6,6,1,"2012"
"9213","France",2012,55,"Female",0,1,0,1,6,1,4,6,4,6,4,3,0,"2012"
"9222","France",2012,31,"Female",0,5,0,0,3,1,1,7,1,10,8,2,0,"2012"
"9242","France",2012,56,"Male",1,3,0,1,4,1,2,5,3,7,9,2,1,"2012"
"9262","France",2012,41,"Female",0,5,0,0,9,1,5,8,5,8,7,5,0,"2012"
"9302","France",2012,22,"Female",0,3,0,0,2,1,1,7,2,11,9,6,0,"2012"
"9313","France",2012,73,"Female",0,1,0,1,3,1,3,6,6,9,8,5,0,"2012"
"9332","France",2012,28,"Male",1,3,0,1,7,1,4,7,5,9,9,4,1,"2012"
"9352","France",2012,77,"Male",1,5,0,0,3,0,3,8,6,11,11,6,0,"2012"
"9362","France",2012,40,"Male",1,3,0,0,6,1,3,8,4,7,8,3,0,"2012"
"9372","France",2012,40,"Male",1,5,0,0,7,1,5,10,7,9,9,3,0,"2012"
"9382","France",2012,67,"Male",1,3,0,1,3,1,8,10,4,9,6,4,1,"2012"
"9392","France",2012,54,"Male",1,3,0,1,6,1,5,5,4,11,6,4,0,"2012"
"9413","France",2012,33,"Female",0,5,0,0,5,1,1,10,1,9,11,2,0,"2012"
"9432","France",2012,67,"Female",0,1,0,1,4,1,9,8,3,11,1,1,0,"2012"
"9442","France",2012,60,"Male",1,3,0,1,3,1,4,6,3,10,11,4,0,"2012"
"9452","France",2012,76,"Female",0,1,0,1,4,1,1,10,2,11,9,2,1,"2012"
"9472","France",2012,55,"Female",0,3,1,0,2,0,3,5,3,11,9,3,0,"2012"
"9482","France",2012,48,"Female",0,3,0,0,5,0,4,7,3,8,6,3,1,"2012"
"9513","France",2012,62,"Male",1,3,0,1,3,0,2,11,2,6,6,2,1,"2012"
"9522","France",2012,24,"Female",0,3,1,0,2,0,8,9,8,10,6,7,0,"2012"
"9542","France",2012,55,"Male",1,3,0,0,9,0,3,8,5,11,6,3,0,"2012"
"9552","France",2012,76,"Male",1,1,0,1,4,0,4,6,5,6,10,5,1,"2012"
"9572","France",2012,58,"Male",1,5,0,0,3,0,5,8,4,11,1,7,0,"2012"
"9632","France",2012,56,"Male",1,3,0,0,6,0,5,10,4,11,9,6,0,"2012"
"9642","France",2012,31,"Male",1,5,1,1,2,0,5,9,2,11,3,4,0,"2012"
"9652","France",2012,68,"Female",0,1,0,0,5,0,3,5,3,10,10,6,0,"2012"
"9662","France",2012,59,"Male",1,3,1,0,8,0,3,7,3,9,8,5,0,"2012"
"9692","France",2012,53,"Female",0,2,0,0,8,1,1,8,1,10,7,1,0,"2012"
"9702","France",2012,62,"Female",0,3,0,0,4,1,1,1,1,7,8,2,0,"2012"
"9713","France",2012,54,"Female",0,1,0,1,6,1,4,6,5,3,6,3,0,"2012"
"9742","France",2012,75,"Male",1,3,0,1,6,1,6,7,4,11,4,6,0,"2012"
"9762","France",2012,56,"Female",0,3,0,0,6,1,3,8,1,11,1,1,0,"2012"
"9782","France",2012,36,"Female",0,5,0,0,8,1,4,6,4,11,4,4,0,"2012"
"9802","France",2012,31,"Male",1,3,1,1,4,0,6,3,4,11,1,8,0,"2012"
"9813","France",2012,68,"Male",1,1,0,0,1,0,1,6,4,6,9,6,0,"2012"
"9822","France",2012,74,"Male",1,1,0,0,2,0,9,11,8,11,9,5,0,"2012"
"9832","France",2012,39,"Female",0,3,1,1,6,0,6,11,6,8,6,6,0,"2012"
"9852","France",2012,82,"Male",1,1,0,0,1,0,6,9,9,11,11,5,0,"2012"
"9872","France",2012,41,"Male",1,3,0,0,7,0,3,8,3,11,9,4,1,"2012"
"9902","France",2012,51,"Female",0,3,1,0,1,0,3,9,1,9,1,7,0,"2012"
"9913","France",2012,70,"Male",1,3,0,0,4,0,2,11,4,11,10,2,0,"2012"
"9922","France",2012,53,"Female",0,3,1,0,1,0,6,8,1,11,3,4,0,"2012"
"9932","France",2012,50,"Female",0,3,1,0,7,0,6,8,3,9,1,5,0,"2012"
"9942","France",2012,31,"Female",0,5,1,0,4,0,3,6,3,10,1,6,0,"2012"
"9952","France",2012,67,"Female",0,5,1,0,3,0,2,10,2,10,9,2,0,"2012"
"9962","France",2012,44,"Female",0,5,1,0,10,1,1,4,1,11,9,2,0,"2012"
"9972","France",2012,74,"Female",0,1,0,0,2,1,1,1,1,9,11,2,0,"2012"
"9982","France",2012,45,"Female",0,5,1,0,10,1,3,10,3,10,6,3,0,"2012"
"9992","France",2012,37,"Male",1,5,0,0,10,0,7,10,4,11,4,7,0,"2012"
"10002","France",2012,37,"Female",0,5,1,0,7,0,2,9,5,11,6,2,0,"2012"
"10013","France",2012,54,"Female",0,1,0,0,5,0,5,8,5,9,4,5,0,"2012"
"10022","France",2012,20,"Female",0,5,0,0,1,0,4,8,3,11,9,4,0,"2012"
"10042","France",2012,54,"Female",0,3,0,0,7,0,4,11,5,10,6,7,0,"2012"
"10052","France",2012,52,"Female",0,3,0,0,5,0,6,8,2,9,8,3,0,"2012"
"10062","France",2012,68,"Male",1,3,1,1,2,0,4,10,3,5,4,6,0,"2012"
"10072","France",2012,66,"Female",0,3,0,0,2,0,7,10,6,11,5,6,0,"2012"
"10082","France",2012,80,"Male",1,1,0,1,3,0,6,7,5,11,3,3,0,"2012"
"10092","France",2012,37,"Female",0,3,0,0,7,0,6,9,6,11,3,6,0,"2012"
"10122","France",2012,56,"Male",1,3,0,0,3,1,3,6,3,6,3,7,0,"2012"
"10132","France",2012,90,"Female",0,5,0,0,7,1,2,5,3,11,10,6,0,"2012"
"10142","France",2012,72,"Male",1,3,0,0,5,1,5,8,6,11,1,3,0,"2012"
"10152","France",2012,47,"Male",1,2,1,1,7,0,5,11,5,10,6,8,0,"2012"
"10162","France",2012,39,"Female",0,5,1,0,3,0,6,11,7,11,9,4,0,"2012"
"10172","France",2012,43,"Female",0,2,1,0,7,0,3,6,6,8,11,1,0,"2012"
"10202","France",2012,61,"Male",1,3,0,0,10,0,3,7,1,11,8,3,0,"2012"
"10213","France",2012,57,"Female",0,1,1,1,5,0,5,7,3,9,2,4,0,"2012"
"10232","France",2012,54,"Female",0,1,0,0,1,0,1,1,1,6,6,1,0,"2012"
"10242","France",2012,76,"Male",1,1,0,0,2,0,2,6,7,10,6,2,0,"2012"
"10272","France",2012,45,"Female",0,5,0,0,2,0,1,4,1,8,6,1,0,"2012"
"10302","France",2012,36,"Male",1,3,0,1,2,0,6,2,4,11,3,3,0,"2012"
"10322","France",2012,34,"Female",0,3,0,1,6,1,5,8,5,9,8,4,0,"2012"
"10332","France",2012,46,"Female",0,3,1,0,6,1,1,8,1,11,1,1,0,"2012"
"10342","France",2012,39,"Male",1,3,1,1,6,1,4,8,4,6,11,3,1,"2012"
"10352","France",2012,57,"Male",1,1,0,0,5,1,6,8,6,9,1,4,0,"2012"
"10362","France",2012,59,"Female",0,5,0,0,6,1,5,6,3,9,9,8,0,"2012"
"10372","France",2012,83,"Female",0,1,0,0,3,1,5,8,1,9,7,6,0,"2012"
"10382","France",2012,35,"Female",0,5,0,0,10,1,7,3,6,11,4,8,0,"2012"
"10413","France",2012,61,"Female",0,1,0,0,3,0,3,10,2,7,9,1,0,"2012"
"10422","France",2012,42,"Female",0,3,1,0,2,0,5,8,2,9,2,2,0,"2012"
"10452","France",2012,52,"Male",1,5,0,0,8,0,4,7,5,11,6,4,0,"2012"
"10462","France",2012,31,"Male",1,3,1,0,5,0,4,9,4,11,3,5,0,"2012"
"10472","France",2012,48,"Male",1,1,0,1,4,0,1,5,4,5,9,9,0,"2012"
"10492","France",2012,47,"Male",1,5,0,0,8,0,9,10,5,9,3,5,0,"2012"
"10513","France",2012,58,"Male",1,3,1,0,8,0,6,10,5,11,6,4,0,"2012"
"10532","France",2012,56,"Male",1,5,0,0,7,0,4,9,3,11,9,3,0,"2012"
"10542","France",2012,73,"Female",0,1,0,1,2,0,4,6,6,7,9,3,0,"2012"
"10552","France",2012,64,"Male",1,5,1,0,7,0,3,5,3,11,8,5,0,"2012"
"10562","France",2012,25,"Female",0,5,1,0,4,0,1,9,3,9,9,6,0,"2012"
"10662","France",2012,56,"Male",1,5,0,0,10,0,8,11,6,11,2,9,0,"2012"
"10672","France",2012,31,"Male",1,3,0,1,4,0,3,5,3,11,6,6,0,"2012"
"10682","France",2012,80,"Male",1,3,0,0,1,0,4,6,5,11,5,3,0,"2012"
"10702","France",2012,38,"Male",1,3,1,1,2,0,5,8,1,6,5,7,0,"2012"
"10713","France",2012,77,"Female",0,3,0,0,1,0,6,8,2,11,4,4,0,"2012"
"10722","France",2012,67,"Male",1,3,1,0,10,0,7,9,5,10,4,6,0,"2012"
"10732","France",2012,54,"Female",0,3,1,0,6,0,1,6,1,11,6,1,0,"2012"
"10742","France",2012,54,"Female",0,3,0,1,6,0,8,10,5,11,10,6,0,"2012"
"10752","France",2012,56,"Male",1,1,0,1,7,0,2,5,2,8,9,3,0,"2012"
"10782","France",2012,47,"Female",0,3,1,0,5,0,5,10,5,10,6,5,0,"2012"
"10802","France",2012,52,"Male",1,3,0,1,5,0,3,8,1,11,3,6,0,"2012"
"10832","France",2012,42,"Female",0,5,0,0,10,0,2,9,3,11,10,5,1,"2012"
"10852","France",2012,58,"Male",1,3,1,1,5,0,6,6,3,9,4,5,0,"2012"
"10862","France",2012,35,"Male",1,3,1,0,9,0,1,1,1,10,11,5,1,"2012"
"10872","France",2012,35,"Female",0,4,0,0,3,0,6,8,4,8,4,5,0,"2012"
"10942","France",2012,67,"Female",0,3,0,1,2,0,7,8,4,10,8,6,0,"2012"
"10962","France",2012,29,"Male",1,5,0,1,6,0,4,10,4,11,7,4,0,"2012"
"10972","France",2012,71,"Female",0,2,0,0,3,0,4,7,4,9,10,3,0,"2012"
"10982","France",2012,63,"Male",1,1,1,0,1,0,6,8,3,7,1,3,1,"2012"
"10992","France",2012,69,"Female",0,1,1,1,2,0,6,8,8,9,6,7,0,"2012"
"11013","France",2012,24,"Female",0,3,1,0,3,1,5,6,1,6,6,2,0,"2012"
"11022","France",2012,52,"Male",1,5,1,1,3,1,4,10,4,11,7,3,0,"2012"
"11032","France",2012,45,"Female",0,3,1,1,6,1,3,6,3,6,6,2,1,"2012"
"11062","France",2012,53,"Female",0,3,1,0,2,0,4,6,4,6,6,4,0,"2012"
"11072","France",2012,32,"Female",0,3,1,0,6,0,6,9,5,9,9,7,0,"2012"
"11122","France",2012,57,"Female",0,3,0,0,4,0,7,11,6,11,1,8,0,"2012"
"11132","France",2012,61,"Female",0,1,0,1,4,0,1,1,5,8,9,1,1,"2012"
"11152","France",2012,37,"Male",1,5,1,0,7,0,4,3,6,11,8,8,0,"2012"
"11182","France",2012,45,"Male",1,3,1,0,4,0,7,9,7,9,8,6,0,"2012"
"11202","France",2012,56,"Female",0,3,1,0,1,0,6,11,4,9,6,6,0,"2012"
"11213","France",2012,41,"Female",0,3,1,1,6,1,1,9,3,9,6,1,1,"2012"
"11222","France",2012,23,"Male",1,3,0,1,3,1,5,7,4,8,8,5,0,"2012"
"11232","France",2012,39,"Male",1,5,0,0,7,1,4,8,4,11,7,6,0,"2012"
"11252","France",2012,69,"Male",1,1,1,1,2,1,3,7,4,7,11,5,0,"2012"
"11262","France",2012,71,"Male",1,3,1,0,4,0,1,1,1,11,6,1,0,"2012"
"11292","France",2012,31,"Male",1,5,0,0,5,0,1,5,1,11,7,1,0,"2012"
"11313","France",2012,61,"Female",0,3,1,0,7,0,5,8,5,9,5,5,0,"2012"
"11332","France",2012,47,"Female",0,5,1,0,6,0,5,10,5,11,2,6,0,"2012"
"11342","France",2012,20,"Male",1,3,0,1,1,0,6,8,6,9,6,5,0,"2012"
"11352","France",2012,62,"Female",0,3,1,0,2,0,4,7,5,7,6,3,0,"2012"
"11382","France",2012,42,"Female",0,5,0,0,9,1,4,7,5,11,4,4,0,"2012"
"11392","France",2012,30,"Female",0,5,0,0,7,1,4,9,4,11,8,5,0,"2012"
"11432","France",2012,78,"Male",1,3,0,0,2,1,7,10,5,9,6,5,0,"2012"
"11442","France",2012,48,"Female",0,3,1,0,2,1,6,8,9,11,3,4,0,"2012"
"11462","France",2012,85,"Male",1,1,0,0,5,0,6,11,7,9,8,5,0,"2012"
"11472","France",2012,69,"Female",0,3,1,1,2,0,6,7,6,6,6,6,0,"2012"
"11482","France",2012,51,"Male",1,3,0,1,3,1,5,5,1,11,5,2,0,"2012"
"11492","France",2012,74,"Male",1,1,0,1,4,1,6,10,6,11,9,4,0,"2012"
"11502","France",2012,72,"Male",1,3,0,0,4,1,2,11,2,9,7,3,0,"2012"
"11513","France",2012,55,"Male",1,3,0,1,8,1,4,8,4,11,6,6,0,"2012"
"11522","France",2012,45,"Female",0,5,1,0,5,1,8,10,4,11,4,5,0,"2012"
"11532","France",2012,88,"Male",1,1,0,1,1,1,7,11,6,10,9,5,0,"2012"
"11542","France",2012,64,"Male",1,3,0,1,4,1,6,9,7,10,4,3,0,"2012"
"11552","France",2012,73,"Female",0,2,0,0,5,0,5,5,3,6,3,4,0,"2012"
"11562","France",2012,66,"Male",1,3,1,1,1,0,3,6,5,7,8,4,1,"2012"
"11592","France",2012,57,"Male",1,2,0,0,5,0,7,11,6,11,1,8,0,"2012"
"11602","France",2012,44,"Male",1,3,1,0,1,0,4,6,5,8,7,3,0,"2012"
"11622","France",2012,35,"Female",0,3,1,0,6,0,5,10,3,10,1,6,0,"2012"
"11632","France",2012,48,"Female",0,3,1,0,4,0,5,11,1,11,6,4,0,"2012"
"11682","France",2012,67,"Female",0,1,0,0,7,0,3,1,3,11,11,3,1,"2012"
"11692","France",2012,76,"Female",0,3,0,0,1,0,5,8,4,7,1,4,0,"2012"
"11713","France",2012,59,"Male",1,3,1,0,3,1,6,11,3,11,3,2,0,"2012"
"11732","France",2012,66,"Male",1,1,0,0,2,0,6,8,1,11,7,5,0,"2012"
"11742","France",2012,76,"Male",1,3,0,1,2,0,5,8,5,9,8,7,0,"2012"
"11762","France",2012,40,"Female",0,3,1,1,2,0,1,8,1,6,2,1,0,"2012"
"11782","France",2012,42,"Male",1,5,0,0,10,1,1,10,3,11,11,4,0,"2012"
"11802","France",2012,53,"Male",1,1,1,1,3,1,5,8,8,7,6,5,0,"2012"
"11813","France",2012,55,"Male",1,2,0,0,10,1,7,11,5,11,4,6,0,"2012"
"11852","France",2012,71,"Female",0,3,0,0,2,1,3,5,3,11,11,9,0,"2012"
"11872","France",2012,47,"Male",1,3,1,0,4,0,4,7,5,10,8,5,1,"2012"
"11882","France",2012,31,"Female",0,5,0,0,8,0,6,10,6,10,3,6,0,"2012"
"11892","France",2012,60,"Male",1,3,0,0,3,1,6,8,7,9,8,6,0,"2012"
"11902","France",2012,85,"Male",1,1,0,0,4,1,7,11,7,11,9,7,0,"2012"
"11913","France",2012,47,"Male",1,5,0,0,6,1,2,5,3,10,10,3,1,"2012"
"11922","France",2012,76,"Female",0,1,0,0,9,1,2,6,2,11,9,5,0,"2012"
"11942","France",2012,86,"Female",0,1,0,1,1,1,4,9,4,9,8,4,0,"2012"
"11962","France",2012,29,"Female",0,3,0,0,6,1,7,11,6,10,7,3,0,"2012"
"11972","France",2012,60,"Female",0,3,1,1,9,0,6,8,8,11,6,6,0,"2012"
"11982","France",2012,24,"Male",1,3,0,0,4,0,1,7,1,11,8,1,0,"2012"
"12002","France",2012,41,"Female",0,5,0,0,4,0,5,10,5,11,4,8,0,"2012"
"12013","France",2012,50,"Female",0,3,0,1,4,0,5,7,6,9,6,4,1,"2012"
"12022","France",2012,30,"Male",1,5,1,1,9,0,7,2,9,11,3,3,0,"2012"
"12042","France",2012,64,"Male",1,5,1,0,1,0,1,8,1,11,4,1,0,"2012"
"12052","France",2012,80,"Female",0,1,0,0,5,0,7,11,9,11,11,7,0,"2012"
"12062","France",2012,24,"Male",1,5,0,0,1,0,9,11,9,11,6,4,0,"2012"
"12072","France",2012,28,"Female",0,5,1,0,1,0,8,10,8,11,4,5,0,"2012"
"12092","France",2012,25,"Female",0,5,0,0,7,0,6,10,6,9,8,6,0,"2012"
"12103","France",2012,51,"Male",1,1,1,1,2,0,5,5,5,5,2,1,0,"2012"
"12113","France",2012,24,"Female",0,3,0,0,8,1,1,6,5,11,9,2,0,"2012"
"12122","France",2012,55,"Female",0,3,0,0,4,1,7,9,7,9,8,7,0,"2012"
"12132","France",2012,44,"Female",0,3,0,0,4,1,3,8,5,8,7,3,1,"2012"
"12142","France",2012,51,"Male",1,5,0,0,5,1,5,11,3,11,7,7,0,"2012"
"12162","France",2012,50,"Male",1,3,0,0,6,1,5,10,7,11,9,5,0,"2012"
"12172","France",2012,80,"Female",0,1,0,0,1,1,4,6,4,6,9,3,0,"2012"
"12202","France",2012,71,"Male",1,3,1,0,5,1,4,9,4,9,7,6,0,"2012"
"12232","France",2012,70,"Male",1,3,1,1,1,1,3,7,2,7,8,3,0,"2012"
"12242","France",2012,67,"Male",1,3,0,0,3,1,4,7,5,9,9,2,0,"2012"
"12252","France",2012,57,"Female",0,3,0,0,2,1,3,11,3,11,8,2,0,"2012"
"12262","France",2012,43,"Male",1,5,0,0,7,1,5,9,6,10,8,4,0,"2012"
"12272","France",2012,49,"Male",1,5,0,0,5,1,4,7,4,11,5,4,0,"2012"
"12282","France",2012,51,"Male",1,3,1,0,3,1,6,11,7,11,9,6,0,"2012"
"12322","France",2012,48,"Female",0,1,0,1,8,0,6,8,6,6,6,1,1,"2012"
"12332","France",2012,52,"Female",0,5,0,0,10,0,5,10,4,10,4,6,0,"2012"
"12342","France",2012,60,"Female",0,5,0,0,6,0,6,10,4,11,4,6,0,"2012"
"12352","France",2012,72,"Male",1,1,0,0,6,0,10,11,9,11,9,3,0,"2012"
"12372","France",2012,79,"Female",0,1,1,1,1,0,4,7,5,9,10,3,0,"2012"
"12382","France",2012,50,"Female",0,3,0,0,9,0,8,9,7,11,3,5,0,"2012"
"12422","France",2012,63,"Female",0,3,1,0,8,0,3,5,2,11,1,3,0,"2012"
"12432","France",2012,54,"Female",0,5,1,0,6,0,1,1,3,6,6,1,0,"2012"
"12452","France",2012,34,"Male",1,3,0,0,9,0,3,9,4,10,8,4,0,"2012"
"12462","France",2012,57,"Male",1,5,1,0,10,0,2,11,2,9,9,7,0,"2012"
"12472","France",2012,59,"Female",0,5,0,0,10,0,3,7,5,8,2,2,0,"2012"
"12482","France",2012,88,"Male",1,3,0,0,5,0,4,9,6,11,8,6,0,"2012"
"12522","France",2012,65,"Female",0,1,1,0,2,0,4,11,2,11,4,4,0,"2012"
"12532","France",2012,44,"Female",0,5,0,0,8,0,8,11,5,11,4,8,0,"2012"
"12542","France",2012,62,"Male",1,3,1,0,4,1,4,10,4,10,8,6,0,"2012"
"12552","France",2012,72,"Female",0,5,0,0,1,1,1,4,1,8,6,2,0,"2012"
"12562","France",2012,36,"Female",0,3,0,0,6,1,1,7,3,7,8,2,0,"2012"
"12613","France",2012,87,"Female",0,1,0,1,5,0,6,6,4,9,5,6,0,"2012"
"12632","France",2012,61,"Female",0,4,1,0,7,0,5,7,4,9,3,3,0,"2012"
"12652","France",2012,63,"Male",1,5,1,0,7,0,1,5,2,11,8,1,0,"2012"
"12662","France",2012,27,"Male",1,5,0,0,5,0,4,10,5,10,6,3,0,"2012"
"12692","France",2012,90,"Male",1,1,0,0,8,0,3,3,6,11,11,4,0,"2012"
"12702","France",2012,72,"Female",0,5,0,0,9,0,6,10,2,9,3,4,0,"2012"
"12713","France",2012,44,"Female",0,5,1,0,8,0,6,9,4,11,7,2,0,"2012"
"12752","France",2012,48,"Female",0,5,0,0,5,0,6,8,5,11,4,4,0,"2012"
"12772","France",2012,35,"Female",0,5,0,0,8,0,1,6,4,10,8,2,0,"2012"
"12782","France",2012,77,"Male",1,5,0,0,9,0,10,11,5,11,2,6,0,"2012"
"12802","France",2012,33,"Female",0,5,1,0,8,0,1,6,1,11,6,1,1,"2012"
"12822","France",2012,81,"Female",0,1,0,1,5,1,3,6,6,6,9,1,0,"2012"
"12852","France",2012,32,"Female",0,5,1,0,10,1,2,9,5,11,9,7,0,"2012"
"12862","France",2012,54,"Male",1,3,0,0,8,0,5,7,4,8,4,4,0,"2012"
"12872","France",2012,53,"Male",1,5,1,0,9,0,6,11,7,10,3,8,0,"2012"
